name,categories,rating,review_count,phone,address,city,state,postal_code,website,email,source,latitude,longitude,url,instagram,facebook,tiktok,youtube
Omega Handyman service,"general_contractor, point_of_interest, establishment",4.7,14,+1 847-246-2184,"6412 N Washtenaw Ave, Chicago, IL 60645, United States",,,,,,google_places,41.9981121,-87.6975344,https://www.google.com/maps/place/?q=place_id:ChIJGaLTAIvRD4gRH4sI-Zbv91g,,,,
Denis Handyman,"general_contractor, point_of_interest, establishment",5,20,+1 312-667-8649,"1516 W Fullerton Ave, Chicago, IL 60614, United States",,,,https://localhandymanchicago.com/,,google_places,41.9254563,-87.66664209999999,https://www.google.com/maps/place/?q=place_id:ChIJK0Marl3TD4gRGrOsywKRGWI,,,,
Cleanthedustbunny Handyman Services,"general_contractor, point_of_interest, establishment",5,6,+1 773-543-4839,"4722 W Belmont Ave, Chicago, IL 60641, United States",,,,,,google_places,41.9391895,-87.74488629999999,https://www.google.com/maps/place/?q=place_id:ChIJQ9LEPRLND4gR717zE8vGjhg,,,,
Lopez L Handyman Services LLC,"general_contractor, point_of_interest, establishment",5,57,+1 847-863-4262,"9378 Noel St, Des Plaines, IL 60016, United States",,,,https://llopezhandyman.com/,,google_places,42.0533209,-87.8594449,https://www.google.com/maps/place/?q=place_id:ChIJO85wwOG3D4gRxNMcPzxYrDo,,https://www.facebook.com/LopezLHandymanServicesLLC,https://www.tiktok.com/@lopez.2013,
Chicago Handyman,"electrician, home_goods_store, general_contractor, point_of_interest, store, establishment",4.9,169,+1 773-982-5500,"1500 N Halsted Ave, FL 2, Chicago, IL 60642, United States",,,,https://chicagohandyman.net/,info@chicagohandyman.net,google_places,41.9087598,-87.6485652,https://www.google.com/maps/place/?q=place_id:ChIJeT4cR9bTD4gReTMKmwUuPG0,https://instagram.com/handymanchicago,https://www.facebook.com/chicagohandyman,https://tiktok.com/@chicagohandyman,
Near Me Handyman Services LLC,"home_goods_store, general_contractor, point_of_interest, store, establishment",5,24,+1 331-240-9003,"1040 Marengo Ave, Forest Park, IL 60130, United States",,,,http://nearmehandymanservices.com/,info@nearmehandymanservices.com,google_places,41.867162,-87.8064761,https://www.google.com/maps/place/?q=place_id:ChIJkS0BBsE1DogRPy1ZXgO4r0k,https://www.instagram.com/servicesnearmehandyman,https://www.facebook.com/nearmehandymanservices,,
Brothers Handyman,"general_contractor, point_of_interest, establishment",3,2,+1 574-249-2781,"1111 W Main St, Griffith, IN 46319, United States",,,,,,google_places,41.5226476,-87.4402494,https://www.google.com/maps/place/?q=place_id:ChIJizXB44PQJicRrSP4fDsfWNk,,,,
A Chicago Handyman,"electrician, home_goods_store, general_contractor, point_of_interest, store, establishment",4.9,71,+1 773-891-6737,"660 W Lake St STE 350, Chicago, IL 60661, United States",,,,https://www.achicagohandyman.com/,info@Achicagohandyman.com,google_places,41.8858417,-87.64517029999999,https://www.google.com/maps/place/?q=place_id:ChIJI_byeqQ8VCYRgvjx0pKulKE,http://instagram.com/achicagohandyman,https://www.facebook.com/achicagohandyman,,
The On Call Handyman Service,"general_contractor, point_of_interest, establishment",5,3,+1 847-571-2559,"810 S William St, Mt Prospect, IL 60056, United States",,,,http://www.theoncallhandymanservice.com/,theoncallhandymanservice@gmail.com,google_places,42.0506547,-87.92894009999999,https://www.google.com/maps/place/?q=place_id:ChIJz7oGKvCF4IYRkD0u06wnFH8,,http://www.facebook.com/2008/fbml,,
Ace Handyman Services Chicagoland,"plumber, electrician, home_goods_store, general_contractor, point_of_interest, store, establishment",4.8,197,+1 773-657-2516,"3021 W Belmont Ave, Chicago, IL 60618, United States",,,,https://www.acehandymanservices.com/offices/chicagoland,,google_places,41.939127,-87.70357899999999,https://www.google.com/maps/place/?q=place_id:ChIJhYdjgwLMD4gRqNQDFilKqmQ,,,,
Just Screw It Handyman Services LLC,"general_contractor, point_of_interest, establishment",2.6,5,+1 773-701-7144,"3432 N Keeler Ave, Chicago, IL 60641, United States",,,,,,google_places,41.943658,-87.732452,https://www.google.com/maps/place/?q=place_id:ChIJyaZLiIYb7icR9WcdRbhP5SI,,,,
EVA FAMILY Handyman services Chicago and the suburbs,"general_contractor, point_of_interest, establishment",5,5,+1 773-675-0107,"6001 N Kenmore Ave, Chicago, IL 60660, United States",,,,https://evafamily.net/,,google_places,41.9910555,-87.6566665,https://www.google.com/maps/place/?q=place_id:ChIJry2_qwzRD4gRjDcnsqL4Inw,,,,
Uncle Bob's Handyman- UBH Inc.,"plumber, painter, moving_company, general_contractor, point_of_interest, establishment",5,4,+1 708-389-7390,"14032 S Kostner Ave, Crestwood, IL 60445, United States",,,,,,google_places,41.6477229,-87.7283388,https://www.google.com/maps/place/?q=place_id:ChIJBSdTDT09DogRq6qdkQ_D-kc,,,,
Ace Handyman Services Lake Cook,"painter, general_contractor, home_goods_store, store, point_of_interest, establishment",4.9,261,+1 847-906-8640,"2760 Skokie Valley Rd, Highland Park, IL 60035, United States",,,,https://www.acehandymanservices.com/offices/lake-cook,,google_places,42.2029969,-87.83594269999999,https://www.google.com/maps/place/?q=place_id:ChIJfwXPzs_BD4gRxD1bak6Dzxc,,,,
John O Handyman,"painter, electrician, plumber, general_contractor, point_of_interest, establishment",4.6,11,+1 708-770-5984,"Midlothian, IL 60445, United States",,,,http://www.johnohandyman.com/,,google_places,41.625312,-87.71754899999999,https://www.google.com/maps/place/?q=place_id:ChIJ_0tQWM48DogRKBxhV6GveCI,,,,
Ace Handyman Services Northwest Suburbs,"general_contractor, point_of_interest, establishment",4.9,204,+1 847-906-8657,"745 S Buffalo Grove Rd Suite A, Buffalo Grove, IL 60089, United States",,,,https://www.acehandymanservices.com/offices/buffalo-grove,,google_places,42.14093039999999,-87.957602,https://www.google.com/maps/place/?q=place_id:ChIJm48GUGC9D4gR7afKL5MBKWs,,,,
Ace Handyman Services Western Suburbs,"general_contractor, point_of_interest, establishment",5,161,+1 847-984-1425,"239 E Northwest Hwy Suite A, Palatine, IL 60067, United States",,,,https://www.acehandymanservices.com/offices/palatine,,google_places,42.11838789999999,-88.0373021,https://www.google.com/maps/place/?q=place_id:ChIJGUxPC1WlD4gRrhOMi-J-xEs,,,,
BrightWise Handyman Services,"painter, electrician, plumber, general_contractor, home_goods_store, store, point_of_interest, establishment",5,15,+1 630-614-1840,"205 E Butterfield Rd #114, Elmhurst, IL 60126, United States",,,,https://brightwisehandyman.com/,info@brightwisehandyman.com,google_places,41.8708585,-87.9349417,https://www.google.com/maps/place/?q=place_id:ChIJ5QI4m1AWvwQR_TX-IN0SNq8,,,,
Andy Sjostrom Handyman Services,"general_contractor, point_of_interest, establishment",4.9,35,+1 708-833-3830,"1012 Clinton Ave, Oak Park, IL 60304, United States",,,,http://www.sjoreno.com/,,google_places,41.8700942,-87.79759709999999,https://www.google.com/maps/place/?q=place_id:ChIJmbsNw541DogRnMlpLA1txUg,https://instagram.com/sjoreno/,,,
Rachel's Handyman Service LLC,"general_contractor, point_of_interest, establishment",4.9,48,+1 630-474-4771,"19 W Monroe St Ste 100, Villa Park, IL 60181, United States",,,,http://www.rachelshandyman.com/,,google_places,41.8735867,-87.97962590000002,https://www.google.com/maps/place/?q=place_id:ChIJeV855cRNDogRshdt7WwJjcQ,https://www.instagram.com/handymanrachel1/,https://www.facebook.com/HandymanRachel/,,
BrickHouse Handyman,"general_contractor, point_of_interest, establishment",5,13,+1 815-814-2007,"S Chestnut Ave, Arlington Heights, IL 60005, United States",,,,http://www.brickhousehandyman.com/,,google_places,42.07105990000001,-87.9866843,https://www.google.com/maps/place/?q=place_id:ChIJHw9wh8i7D4gRETcZT1QXWVQ,,,,
ProTech Restoration,"laundry, general_contractor, point_of_interest, establishment",4.9,123,+1 847-961-2360,"1390 Howard St, Elk Grove Village, IL 60007, United States",,,,https://protechdki.com/?utm_source=gmb&utm_medium=organic&utm_campaign=emergency_services,operations@protechdki.com,google_places,42.0163327,-87.9654032,https://www.google.com/maps/place/?q=place_id:ChIJv-oe1hexD4gRyq9n7A5KLIM,https://www.instagram.com/protechdki/,https://www.facebook.com/ProTechWaterDamage/,,
2nd Chance Water Restoration,"general_contractor, point_of_interest, establishment",4.9,236,+1 630-546-2239,"1020 Republic Dr #6, Addison, IL 60101, United States",,,,http://2ndchancewaterrestoration.com/,,google_places,41.9238507,-88.0142175,https://www.google.com/maps/place/?q=place_id:ChIJcx1wnq8yDogRgVBPkkJJkVg,,https://www.facebook.com/2ndChanceWaterRestoration/,,
Ace Handyman Services Greater Chicago,"general_contractor, home_goods_store, store, point_of_interest, establishment",4.8,95,+1 708-584-0086,"207 N Harlem Ave, Oak Park, IL 60302, United States",,,,https://www.acehandymanservices.com/offices/oak-park-river-forest?utm_campaign=gmb,,google_places,41.8834525,-87.804704,https://www.google.com/maps/place/?q=place_id:ChIJLxxoD3I1DogRthnXJbGvgV4,,,,
SERVPRO of Arlington Heights/Prospect Heights,"laundry, general_contractor, health, point_of_interest, establishment",4.7,38,+1 847-637-3445,"3400 W Stonegate Blvd Suite 101, Arlington Heights, IL 60005, United States",,,,https://www.servpro.com/locations/il/servpro-of-arlington-heights-prospect-heights?utm_medium=yext&utm_source=gmb,,google_places,42.0901308,-88.0242325,https://www.google.com/maps/place/?q=place_id:ChIJmwSzDGW7D4gR2vrliVr2JOE,https://instagram.com/servproahph,https://facebook.com/SPArlingtonHtsProspectHts/,,
SERVPRO of Elk Grove/E. Schaumburg/Itasca/Roselle,"laundry, general_contractor, health, point_of_interest, establishment",4.9,101,+1 847-593-3055,"225 N Arlington Heights Rd, Elk Grove Village, IL 60007, United States",,,,https://www.servpro.com/locations/il/servpro-of-elk-grove-e-schaumburg-itasca-roselle?utm_medium=yext&utm_source=gmb,,google_places,42.0314214,-87.9854302,https://www.google.com/maps/place/?q=place_id:ChIJm3irR1CwD4gRCSSx95sDQWA,,https://www.facebook.com/SERVPRO,,https://www.youtube.com/user/SERVPROCorporate
USA Restoration,"general_contractor, point_of_interest, establishment",4.7,266,+1 800-501-3046,"80 Burr Ridge Pkwy, Burr Ridge, IL 60527, United States",,,,http://waterandfirepros.com/,,google_places,41.7497738,-87.9140796,https://www.google.com/maps/place/?q=place_id:ChIJjyQUg6JIDogRGTRb7HNXbwQ,,https://www.facebook.com/USAWaterAndFireRestoration/,,https://www.youtube.com/embed/E27Jj43PqBo
Rainbow Restoration,"general_contractor, point_of_interest, establishment",4.9,108,+1 708-460-0911,"5859 117th Pl, Alsip, IL 60803, United States",,,,http://rainbowrestore.net/,test@email.com,google_places,41.6783739,-87.76560990000002,https://www.google.com/maps/place/?q=place_id:ChIJz4m3KGQ-DogR8iR52mQluhw,,https://www.facebook.com/pages/Rainbow-International-of-South-West-Suburbs/211496272371049,,https://www.youtube.com/user/rainbowintl
Chicago Water & Fire Restoration,"general_contractor, point_of_interest, establishment",4.8,1856,+1 800-597-6911,"720 N Larch Ave, Elmhurst, IL 60126, United States",,,,https://chicagowaterandfire.com/?utm_source=google&utm_medium=gbp,dispatch@cwafr.com,google_places,41.9210334,-87.944026,https://www.google.com/maps/place/?q=place_id:ChIJOYTn3lCtD4gR6Pxg7Vf2nJk,,https://www.facebook.com/CWFRestoration/,,https://www.youtube.com/channel/UCfJ_JbwMx47S36PnFWsncwg
SERVPRO of Mount Prospect/North Des Plaines,"laundry, general_contractor, health, point_of_interest, establishment",5,23,+1 847-956-1880,"1699 Wall St Suite 200-M, Mt Prospect, IL 60056, United States",,,,https://www.servpro.com/locations/il/servpro-of-mount-prospect-north-des-plaines?utm_medium=yext&utm_source=gmb,,google_places,42.0338177,-87.9420584,https://www.google.com/maps/place/?q=place_id:ChIJubSDLdmwD4gRDstgsuh4Lf8,,https://www.facebook.com/SERVPRO,,https://www.youtube.com/user/SERVPROCorporate
ServiceMaster Restoration By Zaba,"general_contractor, point_of_interest, establishment",4.7,85,+1 773-647-1985,"3254 N Kilbourn Ave, Chicago, IL 60641, United States",,,,https://www.servicemasterbyzaba.com/,,google_places,41.9404913,-87.7401253,https://www.google.com/maps/place/?q=place_id:ChIJI6w8c_3r3ogRHbX6BgpBwtw,,https://www.facebook.com/ServiceMasterChicagoland/,,https://www.youtube.com/channel/UCwk0AaJBgiT2hO-Jk6Q0ZcQ
Redefined Restoration - Chicago Water Damage Service,"general_contractor, point_of_interest, establishment",4.9,198,+1 708-722-8778,"2924 W Armitage Ave #1, Chicago, IL 60647, United States",,,,https://redefinedresto.com/water-damage-restoration-chicago/,office@redefinedresto.com,google_places,41.9176601,-87.7002945,https://www.google.com/maps/place/?q=place_id:ChIJR2WCpLQfrEkR7gBTbp0BKAg,https://www.instagram.com/redefinedrestoration,https://www.facebook.com/redefinedrestorationchicago,,
SERVPRO of Morton Grove / East Niles,"laundry, general_contractor, health, point_of_interest, establishment",5,81,+1 847-983-4468,"7125 N Austin Ave, Niles, IL 60714, United States",,,,https://www.servpro.com/locations/il/servpro-of-morton-grove-east-niles?utm_medium=yext&utm_source=gmb,,google_places,42.0087869,-87.7705417,https://www.google.com/maps/place/?q=place_id:ChIJlVKuktHOD4gR00XxXuZcvj0,,https://facebook.com/ServproMortonGroveEastNiles/,,https://www.youtube.com/user/SERVPROCorporate
Chicagoland Water Medics,"laundry, general_contractor, point_of_interest, establishment",4.9,75,+1 331-205-9354,"970 Dupage Ave, Lombard, IL 60148, United States",,,,https://chicagolandwatermedics.com/,,google_places,41.90831360000001,-88.0202041,https://www.google.com/maps/place/?q=place_id:ChIJzZRByQVNDogR9HnYDeNwjiQ,https://www.instagram.com/chicagolandwatermedics/,https://www.facebook.com/ChicagolandWaterMedics/,https://www.tiktok.com/@chicagoland.water.medics,
Emergency Water Removal & Damage Restoration,"general_contractor, health, point_of_interest, establishment",5,12,+1 872-330-9745,"350 Custer Ave, Evanston, IL 60202, United States",,,,https://www.emmergencywaterremovalrestoration.com/,user@domain.com,google_places,42.0248144,-87.68073330000001,https://www.google.com/maps/place/?q=place_id:ChIJx8LUiKBUQ4oRM_KEiVmYtYE,https://www.instagram.com/emmergencywaterremoval_restore/,http://www.facebook.com/2008/fbml,,
Zero Water Restoration,"general_contractor, point_of_interest, establishment",5,76,+1 847-515-7000,"1821 Walden Office Square Suite 422B, Schaumburg, IL 60173, United States",,,,https://zerowaterrestoration.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=c647ee18-11c1-44c7-a9ac-c64ea34b807e,,google_places,42.0622082,-88.0348819,https://www.google.com/maps/place/?q=place_id:ChIJc-1htGWlD4gR9QsoUVNwLI0,,,,
SERVPRO of Elmhurst,"laundry, general_contractor, health, point_of_interest, establishment",4.8,43,+1 630-758-1701,"205 E Butterfield Rd Suite 105, Elmhurst, IL 60126, United States",,,,https://www.servpro.com/locations/il/servpro-of-elmhurst?utm_medium=yext&utm_source=gmb,,google_places,41.8709335,-87.93499229999999,https://www.google.com/maps/place/?q=place_id:ChIJzW7irqqzD4gReZMUn61eMQ0,,https://facebook.com/servproofelmhurst,,https://www.youtube.com/user/SERVPROCorporate
"SERVPRO of Northbrook, Wheeling, Glencoe","laundry, general_contractor, health, point_of_interest, establishment",5,40,+1 847-498-8889,"1808 Janke Dr Unit K, Northbrook, IL 60062, United States",,,,https://www.servpro.com/locations/il/servpro-of-northbrook-wheeling-glencoe?utm_medium=yext&utm_source=gmb,,google_places,42.1142624,-87.8242104,https://www.google.com/maps/place/?q=place_id:ChIJWePntRnHD4gRJyVue0-O76A,,https://facebook.com/servpro.northbrook/,,https://www.youtube.com/user/SERVPROCorporate
Redefined Restoration - Franklin Park Water Damage Service,"general_contractor, point_of_interest, establishment",5,5,+1 708-303-6732,"1075 Waveland Ave, Franklin Park, IL 60131, United States",,,,https://redefinedresto.com/water-damage-restoration-franklin-park-il,office@redefinedresto.com,google_places,41.9455778,-87.9188308,https://www.google.com/maps/place/?q=place_id:ChIJD3NAZgO1D4gRmGdKjDcnxqQ,https://www.instagram.com/redefinedrestoration,https://www.facebook.com/redefinedrestorationchicago,,
SERVPRO of Lombard/Addison,"laundry, general_contractor, health, point_of_interest, establishment",4.6,44,+1 630-543-1700,"30 W Fay Ave, Addison, IL 60101, United States",,,,https://www.servpro.com/locations/il/servpro-of-lombard-addison?utm_medium=yext&utm_source=gmb,,google_places,41.9122712,-87.99005360000001,https://www.google.com/maps/place/?q=place_id:ChIJyVx-kaSyD4gRTWBV0Bdm0UY,https://instagram.com/servpro_lombard_addison,https://facebook.com/Servpro.of.lombard.addison,,
Rapid Restoration Team,"general_contractor, point_of_interest, establishment",5,54,+1 224-478-7677,"1108 N Plum Grove Rd, Schaumburg, IL 60173, United States",,,,https://www.rapidrestorationil.com/,info@rrtil.com,google_places,42.0490846,-88.0608546,https://www.google.com/maps/place/?q=place_id:ChIJh4vYKlmvD4gR8vc4pQ4g07I,,,,
SERVPRO of Eastern Lake County,"laundry, general_contractor, health, point_of_interest, establishment",4.6,37,+1 219-947-9931,"2050 IN-130 #130, Hobart, IN 46342, United States",,,,https://www.servpro.com/locations/in/servpro-of-eastern-lake-county?utm_medium=yext&utm_source=gmb,,google_places,41.5306051,-87.2345157,https://www.google.com/maps/place/?q=place_id:ChIJ0dulANnqEYgRgTFtr1ft_iM,https://instagram.com/SERVPRO_of_eastern_lake_county,https://facebook.com/SERVPRO9634,,
PuroClean of Downtown Chicago,"general_contractor, point_of_interest, establishment",4.8,54,+1 312-453-1500,"3536 W Potomac Ave, Chicago, IL 60651, United States",,,,https://www.puroclean.com/chicago-il-puroclean-property-restoration-specialists,,google_places,41.9048503,-87.71563520000001,https://www.google.com/maps/place/?q=place_id:ChIJjT0NPdwsDogR3BSf8JJxEZ4,https://www.instagram.com/puroclean_disaster_services/,https://www.facebook.com/PuroCleanDowntownChicago,,https://www.youtube.com/user/purosystems
SERVPRO of Hyde Park / E. Bridgeport / Bronzeville,"laundry, general_contractor, health, point_of_interest, establishment",4.7,29,+1 312-509-5000,"410 E 47th St #100v, Chicago, IL 60653, United States",,,,https://www.servpro.com/locations/il/servpro-of-hyde-park-e-bridgeport-bronzeville?utm_medium=yext&utm_source=gmb,,google_places,41.8094457,-87.6157703,https://www.google.com/maps/place/?q=place_id:ChIJiSy-mFMpDogRcf_XUzzKTtc,,https://facebook.com/servprohydeparkebridgeportbronzeville/,,https://www.youtube.com/user/SERVPROCorporate
SERVPRO of West Loop / Bucktown / Greektown,"laundry, general_contractor, health, point_of_interest, establishment",4.8,87,+1 773-434-9100,"1016 W Jackson Blvd #320, Chicago, IL 60607, United States",,,,https://www.servpro.com/locations/il/servpro-of-west-loop-bucktown-greektown?utm_medium=yext&utm_source=gmb,,google_places,41.8779836,-87.65261369999999,https://www.google.com/maps/place/?q=place_id:ChIJjWU4v7wtDogR0RdhOlJorg8,,https://facebook.com/servprowestloop,,https://www.youtube.com/watch
ServiceMaster of Buffalo Grove,"general_contractor, point_of_interest, establishment",4.8,20,+1 847-459-3900,"1590 Barclay Blvd, Buffalo Grove, IL 60089, United States",,,,https://www.servicemasterbyzaba.com/,,google_places,42.180278,-87.9374708,https://www.google.com/maps/place/?q=place_id:ChIJxyELfRjHD4gRFhpCziNLf9c,,https://www.facebook.com/ServiceMasterChicagoland/,,https://www.youtube.com/channel/UCwk0AaJBgiT2hO-Jk6Q0ZcQ
SERVPRO of Ravenswood,"laundry, general_contractor, health, point_of_interest, establishment",4.6,44,+1 773-878-5200,"5401 N Wolcott Ave, Chicago, IL 60640, United States",,,,https://www.servpro.com/locations/il/servpro-of-ravenswood?utm_medium=yext&utm_source=gmb,,google_places,41.9800784,-87.6758491,https://www.google.com/maps/place/?q=place_id:ChIJJ8j4WwvSD4gRBXJKezjk4DY,,https://facebook.com/ServproRavenswood,,https://www.youtube.com/user/SERVPROCorporate
ServiceMaster of Lincoln Park,"laundry, general_contractor, point_of_interest, establishment",4.6,18,+1 773-346-6767,"2333 N Seeley Ave, Chicago, IL 60647, United States",,,,https://servicemasteroflincolnpark.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,google_places,41.923732,-87.67863960000001,https://www.google.com/maps/place/?q=place_id:ChIJd5EaI77ND4gRP6Ja1PJfzPc,,https://www.facebook.com/ServiceMaster-of-Lincoln-Park-514817611927361/,,https://www.youtube.com/channel/UC_g9rtEpApRJcgQW6gxPtmw
SERVPRO of Downtown Chicago/Team Nichols,"roofing_contractor, laundry, general_contractor, health, point_of_interest, establishment",4.7,29,+1 312-682-0723,"30 N Michigan Ave #702, Chicago, IL 60602, United States",,,,https://www.servpro.com/locations/il/servpro-of-downtown-chicago-team-nichols?utm_medium=yext&utm_source=gmb,,google_places,41.8830278,-87.624905,https://www.google.com/maps/place/?q=place_id:ChIJWWXfi28tDogR2Sf_SfIqsAU,,https://www.facebook.com/SERVPRO,,https://www.youtube.com/user/SERVPROCorporate
SERVPRO of Downtown Chicago/Gold Coast/Lincoln Park/Lakeview,"laundry, general_contractor, health, point_of_interest, establishment",4.8,12,+1 773-935-6750,"1657 N Elston Ave, Chicago, IL 60642, United States",,,,https://www.servpro.com/locations/il/servpro-of-downtown-chicago-gold-coast-lincoln-park-lakeview?utm_medium=yext&utm_source=gmb,,google_places,41.9121211,-87.6627793,https://www.google.com/maps/place/?q=place_id:ChIJuYNktxPTD4gRYT0rwOKpVks,https://instagram.com/servprogclplv/,https://facebook.com/Sevprogoldcoast,,
SERVPRO of South Holland/Dolton/Riverdale,"laundry, general_contractor, health, point_of_interest, establishment",5,10,+1 708-898-4966,"4100 W 76th St, Chicago, IL 60652, United States",,,,https://www.servpro.com/locations/il/servpro-of-south-holland-dolton-riverdale?utm_medium=organic&utm_source=gbp,,google_places,41.755866,-87.72846899999999,https://www.google.com/maps/place/?q=place_id:ChIJUx6yJj4xDogR6ldVCcGWujw,,https://facebook.com/servprosouthhollanddoltonriverdale,,https://www.youtube.com/user/SERVPROCorporate
SERVPRO of Downtown Chicago/Team Zubricki,"laundry, general_contractor, health, point_of_interest, establishment",5,104,+1 312-877-9937,"601 S LaSalle St, Chicago, IL 60605, United States",,,,https://www.servpro.com/locations/il/servpro-of-downtown-chicago-team-zubricki?utm_medium=yext&utm_source=gmb,,google_places,41.8742551,-87.6314834,https://www.google.com/maps/place/?q=place_id:ChIJH5TIvqAtDogRKeIIhreqJkE,https://instagram.com/servproteamzubricki/,https://facebook.com/SERVPRODowntownChicagoTeamZubricki,,
PuroClean of Elk Grove Village/Schaumburg,"general_contractor, point_of_interest, establishment",4.8,105,+1 630-477-9120,"917 Aec Dr, Wood Dale, IL 60191, United States",,,,https://www.puroclean.com/wood-dale-il-puroclean-disaster-services,,google_places,41.9791463,-87.9820666,https://www.google.com/maps/place/?q=place_id:ChIJIXkFKnKzD4gRLTTwRSgpxp0,https://www.instagram.com/puroclean_disaster_services/,https://www.facebook.com/PuroCleanWoodDale/,,https://www.youtube.com/user/purosystems
SERVPRO of Winnetka/Wilmette/Skokie,"general_contractor, point_of_interest, establishment",4.7,12,+1 847-600-0102,"3638 Oakton St, Skokie, IL 60076, United States",,,,https://www.servprowinnetkawilmetteskokie.com/?utm_medium=yext&utm_source=gmb,,google_places,42.0265628,-87.7200901,https://www.google.com/maps/place/?q=place_id:ChIJlzFtekvOD4gRW4A-27ibi6w,,,,
Romexterra Construction Fire and Water Restoration Services of Chicago,"laundry, general_contractor, point_of_interest, establishment",5,212,+1 312-598-2357,"159 N Sangamon St ste 238, Chicago, IL 60607, United States",,,,https://www.romexterrarestoration.com/,dispatch@romexterra.com,google_places,41.8847912,-87.6507243,https://www.google.com/maps/place/?q=place_id:ChIJZySQB_MtDogRk6gOClD2ytk,,https://facebook.com/romexterraconstructioninc,,
HydroForce Cleaning & Restoration,"general_contractor, point_of_interest, establishment",4.8,101,+1 630-835-0862,"2709 W Fulton St #4n, Chicago, IL 60612, United States",,,,https://hydroforcecleaningsystems.com/,,google_places,41.8863574,-87.69445639999999,https://www.google.com/maps/place/?q=place_id:ChIJw4GmUtw2DogR4iWl0Klr8_k,https://www.instagram.com/hydroforcechicago,https://www.facebook.com/774434129396623,,
Nici Water Restorations,"point_of_interest, general_contractor, establishment",5,158,+1 312-300-0964,"4828 Main St Suite A, Morton Grove, IL 60053, United States",,,,,,google_places,42.033733,-87.74848,https://www.google.com/maps/place/?q=place_id:ChIJkYaa1drPD4gRAv_axsT49W4,,,,
ServiceMaster Quality Restoration Water & Mold Restoration- Arlington Heights,"general_contractor, point_of_interest, establishment",5,11,+1 847-259-7700,"11 W College Dr, Arlington Heights, IL 60004, United States",,,,https://servicemasterqualityrestoration.com/,info@servicemasterqualityrestoration.com,google_places,42.13109559999999,-87.9848768,https://www.google.com/maps/place/?q=place_id:ChIJr6lOC_y7D4gRQXhiyCph22Y,https://www.instagram.com/servicemasterqrv/,https://www.facebook.com/profile.php,,
ServiceMaster Restoration by Zaba,"general_contractor, point_of_interest, establishment",4.9,16,+1 847-730-7301,"3909 W Howard St, Skokie, IL 60076, United States",,,,https://www.servicemasterbyzaba.com/skokie/water-damage-restoration/,,google_places,42.018761,-87.726963,https://www.google.com/maps/place/?q=place_id:ChIJ104IkprPD4gRLllUO0qKnuk,,https://www.facebook.com/ServiceMasterChicagoland/,,https://www.youtube.com/channel/UCwk0AaJBgiT2hO-Jk6Q0ZcQ
Moldman,"general_contractor, point_of_interest, establishment",5,218,+1 312-878-6444,"2607 W 25th St, Chicago, IL 60608, United States",,,,https://www.moldmanusa.com/chicago?utm_source=google&utm_medium=organic&utm_campaign=gmb,hello@moldmanusa.com,google_places,41.846311,-87.69074830000001,https://www.google.com/maps/place/?q=place_id:ChIJAQAAQLgsDogRVqAufCGg1kQ,https://www.instagram.com/moldmanusa/,https://www.facebook.com/moldmanusa,,https://www.youtube.com/channel/UCa64g51AejV6kf7TxH0n3HA
All Dry Services,"general_contractor, point_of_interest, establishment",5,12,+1 312-646-4403,"1748 N Kimball Ave, Chicago, IL 60647, United States",,,,https://www.myalldry.com/chicago-illinois/,flags@2x.png,google_places,41.9133095,-87.7121205,https://www.google.com/maps/place/?q=place_id:ChIJY0csVCkF-yARmN983oSnw0o,,,,
Restore Construction,"general_contractor, point_of_interest, establishment",4.6,309,+1 847-455-3000,"2035 N 15th Ave, Melrose Park, IL 60160, United States",,,,https://restoreconstruction.com/location/illinois/melrose-park-disaster-restoration-company/?utm_source=gbp&utm_medium=local_gbp&utm_campaign=local_boost,,google_places,41.9131703,-87.8520233,https://www.google.com/maps/place/?q=place_id:ChIJD3QFGfe0D4gRVrJMP_NmPF8,https://www.instagram.com/restore_construction_inc_1983/,https://www.facebook.com/RestoreRestorationInc,,
FloodRescue Water Damage Restoration,"laundry, point_of_interest, general_contractor, establishment",5,18,+1 630-601-4200,"26W535 St Charles Rd, Carol Stream, IL 60188, United States",,,,http://damagerestorationcarolstream.com/,,google_places,41.902211,-88.14294,https://www.google.com/maps/place/?q=place_id:ChIJL3nHZc9VDogRnQx_M17f_2g,,,,
McK Water Damage Restoration,"point_of_interest, general_contractor, establishment",5,7,+1 630-869-0986,"670 W Moreland Ave, Addison, IL 60101, United States",,,,https://mckfirewaterdamagerestoration.com/,,google_places,41.92741849999999,-88.004818,https://www.google.com/maps/place/?q=place_id:ChIJOTZwukezD4gRY1PDc89HdRE,,,,
ProCare,"point_of_interest, general_contractor, establishment",4.9,31,+1 847-220-4042,"1332 N Halsted St, Chicago, IL 60642, United States",,,,https://procare-restoration.com/,support@procare-restoration.com,google_places,41.906152,-87.64844140000001,https://www.google.com/maps/place/?q=place_id:ChIJo_AU8NssDogR_ian-kYGTX4,,https://www.facebook.com/tr,,
